date,country_code,downloads
2023-05-16,HR,2
2023-05-16,IE,2
2023-05-16,JP,2
2023-05-16,NL,3
2023-05-16,RO,1
2023-05-16,RU,42
2023-05-16,SE,4
2023-05-16,SG,10
2023-05-16,TW,1
2023-05-16,US,260
2023-05-17,CN,10
2023-05-17,GB,1
2023-05-17,HK,6
2023-05-17,IN,2
2023-05-17,SE,2
2023-05-17,TH,1
2023-05-17,US,142
2023-05-18,EE,2
2023-05-18,HK,82
2023-05-18,JP,3
2023-05-18,NL,2
2023-05-18,RU,1
2023-05-18,US,16
2023-05-19,CA,2
2023-05-19,CN,2
2023-05-19,DE,1
2023-05-19,GB,1
2023-05-19,JP,4
2023-05-19,NL,1
2023-05-19,SG,2
2023-05-19,TW,1
2023-05-19,US,115
2023-05-20,CN,81
2023-05-20,GB,2
2023-05-20,JP,38
2023-05-20,KR,2
2023-05-20,NL,4
2023-05-20,NO,2
2023-05-20,SE,77
2023-05-20,SG,1
2023-05-20,US,59
2023-05-21,IS,1
2023-05-21,NL,1
2023-05-21,SE,6
2023-05-21,SG,1
2023-05-21,TH,1
2023-05-21,US,42
2023-05-22,CN,81
2023-05-22,IN,1
2023-05-22,NL,1
2023-05-22,SG,3
2023-05-22,US,66
2023-05-23,AU,2
2023-05-23,CA,1
2023-05-23,CN,2
2023-05-23,DE,1
2023-05-23,FR,6
2023-05-23,IN,2
2023-05-23,SG,8
2023-05-23,TW,1
2023-05-23,US,175
2023-05-24,AT,1
2023-05-24,CN,5
2023-05-24,DE,1
2023-05-24,GB,5
2023-05-24,IN,4
2023-05-24,IT,2
2023-05-24,JP,77
2023-05-24,NL,1
2023-05-24,SE,1
2023-05-24,SG,2
2023-05-24,US,25
2023-05-25,DE,1
2023-05-25,DK,2
2023-05-25,GB,1
2023-05-25,IN,1
2023-05-25,KR,2
2023-05-25,NL,2
2023-05-25,TR,1
2023-05-25,US,21
2023-05-26,CA,2
2023-05-26,FR,1
2023-05-26,IE,2
2023-05-26,SG,1
2023-05-26,US,7
2023-05-27,CN,1
2023-05-27,ID,1
2023-05-27,NL,5
2023-05-27,US,26
2023-05-28,CN,2
2023-05-28,ID,1
2023-05-28,RU,2
2023-05-28,SG,3
2023-05-28,US,10
2023-05-29,CN,1
2023-05-29,DE,1
2023-05-29,FI,1
2023-05-29,IE,1
2023-05-29,JP,1
2023-05-29,NL,2
2023-05-29,SG,2
2023-05-29,US,18
2023-05-30,CN,1
2023-05-30,DE,20
2023-05-30,GB,4
2023-05-30,JP,4
2023-05-30,RU,79
2023-05-30,SG,2
2023-05-30,US,41
2023-05-31,CA,1
2023-05-31,CN,2
2023-05-31,DE,1
2023-05-31,GB,2
2023-05-31,HK,4
2023-05-31,JP,1
2023-05-31,NL,1
2023-05-31,US,63
2023-06-01,CN,1
2023-06-01,FR,1
2023-06-01,IE,1
2023-06-01,NL,2
2023-06-01,RU,1
2023-06-01,TW,1
2023-06-01,US,113
2023-06-02,CA,6
2023-06-02,CN,2
2023-06-02,FI,1
2023-06-02,KR,1
2023-06-02,SG,2
2023-06-02,TW,1
2023-06-02,US,66
2023-06-03,JP,1
2023-06-03,SG,4
2023-06-03,US,61
2023-06-04,NL,1
2023-06-04,SG,1
2023-06-04,US,94
2023-06-05,CH,1
2023-06-05,FR,77
2023-06-05,IL,10
2023-06-05,JP,1
2023-06-05,RU,77
2023-06-05,TW,1
2023-06-05,US,64
2023-06-06,CN,13
2023-06-06,CY,1
2023-06-06,IT,1
2023-06-06,JP,1
2023-06-06,SG,1
2023-06-06,TW,1
2023-06-06,US,64
2023-06-07,CN,4
2023-06-07,DE,1
2023-06-07,FR,1
2023-06-07,KR,154
2023-06-07,SA,1
2023-06-07,SG,4
2023-06-07,TW,1
2023-06-07,US,56
2023-06-08,BE,1
2023-06-08,FR,10
2023-06-08,GB,1
2023-06-08,SG,2
2023-06-08,US,60
2023-06-09,CN,1
2023-06-09,FR,1
2023-06-09,IN,1
2023-06-09,SG,8
2023-06-09,US,156
2023-06-10,CN,21
2023-06-10,CY,1
2023-06-10,SG,7
2023-06-10,US,336
2023-06-11,IN,2
2023-06-11,KR,77
2023-06-11,SG,7
2023-06-11,US,235
2023-06-12,CN,72
2023-06-12,GB,1
2023-06-12,IN,1
2023-06-12,IT,1
2023-06-12,KR,1
2023-06-12,SG,1
2023-06-12,TW,1
2023-06-12,US,198
2023-06-13,GB,1
2023-06-13,IN,2
2023-06-13,KE,1
2023-06-13,US,72
2023-06-14,CN,2
2023-06-14,DK,2
2023-06-14,ES,1
2023-06-14,FR,2
2023-06-14,SE,1
2023-06-14,SG,1
2023-06-14,US,102
2023-06-15,CA,2
2023-06-15,CN,1
2023-06-15,DE,1
2023-06-15,ES,1
2023-06-15,HK,2
2023-06-15,HU,1
2023-06-15,IN,77
2023-06-15,RU,19
2023-06-15,SE,2
2023-06-15,SG,4
2023-06-15,TW,1
2023-06-15,US,102
2023-06-16,CN,4
2023-06-16,DK,2
2023-06-16,ES,1
2023-06-16,FR,3
2023-06-16,GB,1
2023-06-16,HK,77
2023-06-16,IL,8
2023-06-16,NL,1
2023-06-16,NO,2
2023-06-16,SG,6
2023-06-16,US,167
2023-06-17,AU,2
2023-06-17,HK,2
2023-06-17,NL,3
2023-06-17,RU,3
2023-06-17,SG,2
2023-06-17,US,141
2023-06-18,CN,9
2023-06-18,NL,2
2023-06-18,RU,2
2023-06-18,SE,1
2023-06-18,SG,1
2023-06-18,US,88
2023-06-19,CN,4
2023-06-19,FR,81
2023-06-19,HU,1
2023-06-19,KR,1
2023-06-19,NL,2
2023-06-19,SG,4
2023-06-19,US,71
2023-06-20,CY,1
2023-06-20,NL,3
2023-06-20,NO,2
2023-06-20,SE,1
2023-06-20,SG,6
2023-06-20,US,83
2023-06-21,CN,39
2023-06-21,CY,1
2023-06-21,IR,1
2023-06-21,NL,1
2023-06-21,SG,2
2023-06-21,TW,1
2023-06-21,US,195
2023-06-22,CN,4
2023-06-22,FR,2
2023-06-22,IT,1
2023-06-22,NL,2
2023-06-22,SG,1
2023-06-22,US,179
2023-06-23,CN,1
2023-06-23,ES,2
2023-06-23,FR,10
2023-06-23,NL,1
2023-06-23,US,175
2023-06-24,NL,1
2023-06-24,TW,1
2023-06-24,US,109
2023-06-25,CY,1
2023-06-25,TW,1
2023-06-25,US,54
2023-06-26,CA,2
2023-06-26,JP,1
2023-06-26,NL,2
2023-06-26,NO,77
2023-06-26,US,102
2023-06-27,DE,2
2023-06-27,FR,4
2023-06-27,IN,1
2023-06-27,JP,1
2023-06-27,NL,1
2023-06-27,PL,77
2023-06-27,US,107
2023-06-28,DE,1
2023-06-28,FR,16
2023-06-28,RU,1
2023-06-28,TW,1
2023-06-28,US,91
2023-06-29,CN,1
2023-06-29,DE,1
2023-06-29,SG,1
2023-06-29,US,86
2023-06-30,CN,1
2023-06-30,GB,1
2023-06-30,SG,1
2023-06-30,US,115
2023-07-01,GB,1
2023-07-01,SG,2
2023-07-01,US,82
2023-07-02,CN,1
2023-07-02,DE,1
2023-07-02,GB,1
2023-07-02,RU,21
2023-07-02,SG,15
2023-07-02,US,166
2023-07-03,CN,3
2023-07-03,DE,4
2023-07-03,FR,1
2023-07-03,GB,1
2023-07-03,JP,77
2023-07-03,KR,1
2023-07-03,RU,1
2023-07-03,TW,1
2023-07-03,US,82
2023-07-04,ES,2
2023-07-04,FR,77
2023-07-04,JP,1
2023-07-04,KR,1
2023-07-04,SG,1
2023-07-04,US,113
2023-07-05,CA,1
2023-07-05,ES,1
2023-07-05,GB,1
2023-07-05,US,112
2023-07-06,CN,1
2023-07-06,CY,1
2023-07-06,DE,1
2023-07-06,DK,1
2023-07-06,ES,1
2023-07-06,NO,1
2023-07-06,RU,1
2023-07-06,SG,6
2023-07-06,TW,2
2023-07-06,US,113
2023-07-07,AU,77
2023-07-07,FR,3
2023-07-07,JP,1
2023-07-07,US,108
2023-07-08,IL,1
2023-07-08,JP,6
2023-07-08,NL,4
2023-07-08,US,103
2023-07-09,CA,77
2023-07-09,PE,1
2023-07-09,US,142
2023-07-10,FR,1
2023-07-10,TW,1
2023-07-10,US,132
2023-07-11,CN,1
2023-07-11,DE,38
2023-07-11,GB,1
2023-07-11,IN,1
2023-07-11,RU,2
2023-07-11,US,138
2023-07-12,AT,1
2023-07-12,CA,3
2023-07-12,CN,155
2023-07-12,DE,4
2023-07-12,FR,5
2023-07-12,GB,5
2023-07-12,HK,11
2023-07-12,HR,2
2023-07-12,IE,4
2023-07-12,NL,1
2023-07-12,RO,1
2023-07-12,RU,4
2023-07-12,SG,3
2023-07-12,TW,3
2023-07-12,US,50
2023-07-13,AU,2
2023-07-13,CN,4
2023-07-13,DE,15
2023-07-13,DK,2
2023-07-13,FR,2
2023-07-13,GB,8
2023-07-13,IN,6
2023-07-13,JP,10
2023-07-13,NL,6
2023-07-13,NO,2
2023-07-13,SG,8
2023-07-13,US,25
2023-07-14,CY,2
2023-07-14,DE,6
2023-07-14,NL,1
2023-07-14,RU,2
2023-07-14,SE,2
2023-07-14,SG,2
2023-07-14,TH,1
2023-07-14,TW,1
2023-07-14,US,37
2023-07-15,CN,79
2023-07-15,DK,2
2023-07-15,GB,2
2023-07-15,RU,2
2023-07-15,TW,2
2023-07-15,US,90
2023-07-16,IE,12
2023-07-16,KR,2
2023-07-16,TH,1
2023-07-16,US,262
2023-07-17,DE,1
2023-07-17,GB,1
2023-07-17,IN,1
2023-07-17,IS,1
2023-07-17,KR,1
2023-07-17,NL,2
2023-07-17,NO,2
2023-07-17,US,91
2023-07-18,CA,2
2023-07-18,FR,1
2023-07-18,NL,2
2023-07-18,SG,2
2023-07-18,TW,3
2023-07-18,US,95
2023-07-19,CA,1
2023-07-19,CN,2
2023-07-19,DK,2
2023-07-19,PK,1
2023-07-19,RU,70
2023-07-19,SG,1
2023-07-19,US,84
2023-07-20,CA,2
2023-07-20,CY,1
2023-07-20,US,128
2023-07-21,DE,1
2023-07-21,FR,1
2023-07-21,IN,5
2023-07-21,US,66
2023-07-22,CN,4
2023-07-22,CY,1
2023-07-22,NL,4
2023-07-22,US,108
2023-07-23,CN,2
2023-07-23,DE,37
2023-07-23,US,74
2023-07-24,CN,3
2023-07-24,CY,1
2023-07-24,DE,3
2023-07-24,IL,2
2023-07-24,KR,1
2023-07-24,SI,1
2023-07-24,US,99
2023-07-25,CA,6
2023-07-25,CN,1
2023-07-25,FR,1
2023-07-25,GB,1
2023-07-25,IN,4
2023-07-25,JP,1
2023-07-25,NL,1
2023-07-25,RU,2
2023-07-25,SG,1
2023-07-25,US,64
2023-07-26,CN,2
2023-07-26,DE,1
2023-07-26,ES,79
2023-07-26,HK,2
2023-07-26,JP,6
2023-07-26,RU,3
2023-07-26,SG,1
2023-07-26,TW,1
2023-07-26,US,140
2023-07-27,AU,2
2023-07-27,CN,1
2023-07-27,FR,1
2023-07-27,IN,4
2023-07-27,US,63
2023-07-28,CH,1
2023-07-28,GB,1
2023-07-28,US,115
2023-07-29,CN,158
2023-07-29,DE,2
2023-07-29,FR,79
2023-07-29,RU,79
2023-07-29,US,120
2023-07-30,CA,1
2023-07-30,JP,2
2023-07-30,US,157
2023-07-31,CA,79
2023-07-31,CN,120
2023-07-31,DE,3
2023-07-31,IN,1
2023-07-31,NL,1
2023-07-31,NO,2
2023-07-31,PL,1
2023-07-31,US,155
2023-08-01,DE,79
2023-08-01,FR,1
2023-08-01,GB,1
2023-08-01,TW,2
2023-08-01,US,118
2023-08-02,FR,1
2023-08-02,GB,2
2023-08-02,US,94
2023-08-03,CA,3
2023-08-03,DE,1
2023-08-03,GB,2
2023-08-03,US,55
2023-08-04,CN,82
2023-08-04,RU,2
2023-08-04,US,103
2023-08-05,DE,1
2023-08-05,NL,2
2023-08-05,RU,1
2023-08-05,US,161
2023-08-06,FR,1
2023-08-06,GR,1
2023-08-06,KR,1
2023-08-06,US,235
2023-08-07,CA,3
2023-08-07,CN,26
2023-08-07,DE,4
2023-08-07,FR,1
2023-08-07,GB,3
2023-08-07,HK,5
2023-08-07,HR,2
2023-08-07,IE,6
2023-08-07,JP,2
2023-08-07,NO,2
2023-08-07,RO,1
2023-08-07,RU,6
2023-08-07,SG,11
2023-08-07,TR,1
2023-08-07,US,231
2023-08-08,CN,86
2023-08-08,DE,1
2023-08-08,FR,2
2023-08-08,HK,4
2023-08-08,IN,2
2023-08-08,JP,9
2023-08-08,NO,2
2023-08-08,RU,5
2023-08-08,SE,2
2023-08-08,SG,63
2023-08-08,TH,1
2023-08-08,US,178
2023-08-09,AU,2
2023-08-09,CA,1
2023-08-09,CN,1
2023-08-09,DE,1
2023-08-09,FR,162
2023-08-09,NO,2
2023-08-09,RU,2
2023-08-09,SG,2
2023-08-09,TW,1
2023-08-09,US,220
2023-08-10,AT,1
2023-08-10,FR,2
2023-08-10,GB,162
2023-08-10,IL,4
2023-08-10,JP,1
2023-08-10,NO,2
2023-08-10,SE,1
2023-08-10,US,45
2023-08-11,CH,3
2023-08-11,CN,162
2023-08-11,CY,1
2023-08-11,FR,4
2023-08-11,KR,2
2023-08-11,NL,1
2023-08-11,RU,1
2023-08-11,US,149
2023-08-12,DE,81
2023-08-12,NL,2
2023-08-12,RU,1
2023-08-12,US,60
2023-08-12,ZA,67
2023-08-13,AT,1
2023-08-13,CY,1
2023-08-13,FR,2
2023-08-13,GB,83
2023-08-13,NL,1
2023-08-13,TH,1
2023-08-13,US,87
2023-08-14,AE,1
2023-08-14,HK,1
2023-08-14,JP,1
2023-08-14,RU,2
2023-08-14,US,51
2023-08-15,AT,2
2023-08-15,CN,2
2023-08-15,DE,1
2023-08-15,DK,4
2023-08-15,FR,1
2023-08-15,SE,1
2023-08-15,SG,1
2023-08-15,US,101
2023-08-16,CA,1
2023-08-16,CN,1
2023-08-16,DE,1
2023-08-16,FR,5
2023-08-16,GB,1
2023-08-16,JP,2
2023-08-16,TW,1
2023-08-16,US,43
2023-08-17,CO,2
2023-08-17,DE,3
2023-08-17,FI,2
2023-08-17,FR,2
2023-08-17,GB,1
2023-08-17,JP,1
2023-08-17,NL,2
2023-08-17,SG,1
2023-08-17,TW,1
2023-08-17,US,18
2023-08-18,BR,1
2023-08-18,CN,4
2023-08-18,CY,2
2023-08-18,DE,1
2023-08-18,DK,2
2023-08-18,GB,1
2023-08-18,NL,1
2023-08-18,SG,1
2023-08-18,US,24
2023-08-19,CY,1
2023-08-19,KR,1
2023-08-19,US,107
2023-08-20,CY,1
2023-08-20,US,3
2023-08-21,CN,5
2023-08-21,NL,1
2023-08-21,TW,1
2023-08-21,US,64
2023-08-21,UY,1
2023-08-22,CA,2
2023-08-22,DE,1
2023-08-22,JP,2
2023-08-22,KR,2
2023-08-22,US,40
2023-08-23,CY,1
2023-08-23,CZ,1
2023-08-23,FR,1
2023-08-23,GB,2
2023-08-23,US,48
2023-08-24,CN,5
2023-08-24,DE,6
2023-08-24,FR,14
2023-08-24,HK,30
2023-08-24,TW,153
2023-08-24,US,66
2023-08-25,CA,6
2023-08-25,CN,2
2023-08-25,US,100
2023-08-26,CN,1
2023-08-26,NZ,1
2023-08-26,RU,2
2023-08-26,US,5
2023-08-27,US,4
2023-08-28,CA,1
2023-08-28,CN,3
2023-08-28,US,49
2023-08-29,AU,6
2023-08-29,US,23
2023-08-30,CN,86
2023-08-30,DE,4
2023-08-30,JP,2
2023-08-30,RU,1
2023-08-30,US,35
2023-08-31,TW,1
2023-08-31,US,22
2023-09-01,CA,2
2023-09-01,CZ,1
2023-09-01,DE,81
2023-09-01,US,118
2023-09-02,GB,1
2023-09-02,KR,4
2023-09-02,US,72
2023-09-03,CN,6
2023-09-03,US,115
2023-09-04,CN,1
2023-09-04,GB,1
2023-09-04,KR,8
2023-09-04,US,67
2023-09-05,CN,2
2023-09-05,DE,2
2023-09-05,KR,2
2023-09-05,TW,1
2023-09-05,US,85
2023-09-06,SG,18
2023-09-06,TR,3
2023-09-06,US,151
2023-09-07,US,70
2023-09-08,US,147
2023-09-09,CN,82
2023-09-09,IN,1
2023-09-09,US,47
2023-09-10,FR,1
2023-09-10,SE,4
2023-09-10,US,234
2023-09-11,CN,2
2023-09-11,GB,2
2023-09-11,US,30
2023-09-12,BE,1
2023-09-12,CN,2
2023-09-12,NL,1
2023-09-12,US,75
2023-09-13,BR,1
2023-09-13,DK,2
2023-09-13,FR,12
2023-09-13,NL,1
2023-09-13,US,35
2023-09-14,AR,4
2023-09-14,CN,5
2023-09-14,DE,2
2023-09-14,GB,2
2023-09-14,JP,4
2023-09-14,US,57
2023-09-15,FR,1
2023-09-15,JP,1
2023-09-15,SI,2
2023-09-15,US,56
2023-09-16,GB,1
2023-09-16,US,2
2023-09-17,DE,2
2023-09-17,FR,3
2023-09-17,GB,5
2023-09-17,NL,2
2023-09-17,US,21
2023-09-18,CA,1
2023-09-18,FR,2
2023-09-18,GB,15
2023-09-18,US,62
2023-09-19,CN,32
2023-09-19,GB,4
2023-09-19,GR,1
2023-09-19,JP,1
2023-09-19,TW,1
2023-09-19,US,34
2023-09-20,DK,1
2023-09-20,GB,4
2023-09-20,SG,1
2023-09-20,US,108
2023-09-21,CN,1
2023-09-21,DK,1
2023-09-21,GB,2
2023-09-21,IE,2
2023-09-21,IN,2
2023-09-21,KR,2
2023-09-21,RU,4
2023-09-21,SG,1
2023-09-21,US,51
2023-09-22,CN,1
2023-09-22,GB,2
2023-09-22,US,56
2023-09-23,AU,81
2023-09-23,GB,2
2023-09-23,RU,2
2023-09-23,TW,1
2023-09-23,US,146
2023-09-24,BR,1
2023-09-24,NO,8
2023-09-24,SG,2
2023-09-24,US,110
2023-09-25,AU,81
2023-09-25,GB,1
2023-09-25,NL,2
2023-09-25,US,121
2023-09-26,CN,6
2023-09-26,FR,1
2023-09-26,GB,5
2023-09-26,NL,1
2023-09-26,SG,1
2023-09-26,US,42
2023-09-27,CN,4
2023-09-27,ES,2
2023-09-27,US,60
2023-09-28,AE,14
2023-09-28,CN,1
2023-09-28,NL,1
2023-09-28,NZ,1
2023-09-28,US,32
2023-09-29,CN,1
2023-09-29,DE,11
2023-09-29,FR,2
2023-09-29,TW,1
2023-09-29,US,17
2023-09-30,CN,1
2023-09-30,US,16
2023-10-01,TW,1
2023-10-01,US,19
2023-10-02,BE,1
2023-10-02,CN,4
2023-10-02,GB,1
2023-10-02,JP,2
2023-10-02,SE,2
2023-10-02,SG,3
2023-10-02,TW,1
2023-10-02,US,51
2023-10-03,FR,6
2023-10-03,GB,1
2023-10-03,IT,1
2023-10-03,JP,2
2023-10-03,RU,82
2023-10-03,SG,1
2023-10-03,US,124
2023-10-04,SG,1
2023-10-04,US,38
2023-10-05,CN,2
2023-10-05,KR,1
2023-10-05,PK,1
2023-10-05,PT,1
2023-10-05,SG,1
2023-10-05,US,23
2023-10-06,CA,3
2023-10-06,CN,10
2023-10-06,KR,1
2023-10-06,NL,1
2023-10-06,RU,2
2023-10-06,SG,1
2023-10-06,TW,2
2023-10-06,US,10
2023-10-07,CN,2
2023-10-07,GB,2
2023-10-07,SG,1
2023-10-07,US,98
2023-10-08,DE,81
2023-10-08,US,98
2023-10-09,CN,1
2023-10-09,US,37
2023-10-10,FI,81
2023-10-10,FR,2
2023-10-10,GB,2
2023-10-10,PK,2
2023-10-10,TW,1
2023-10-10,US,34
2023-10-11,DE,1
2023-10-11,FR,1
2023-10-11,NL,1
2023-10-11,TW,1
2023-10-11,US,34
2023-10-12,CN,3
2023-10-12,NL,2
2023-10-12,PL,2
2023-10-12,SE,1
2023-10-12,TW,1
2023-10-12,US,30
2023-10-13,CN,1
2023-10-13,DE,1
2023-10-13,JP,1
2023-10-13,US,26
2023-10-14,DE,4
2023-10-14,SA,1
2023-10-14,SG,1
2023-10-14,TW,1
2023-10-14,US,28
2023-10-15,NL,1
2023-10-15,US,22
2023-10-16,CN,2
2023-10-16,DE,2
2023-10-16,GB,3
2023-10-16,IN,4
2023-10-16,US,49
2023-10-17,SG,1
2023-10-17,US,45
2023-10-18,IE,2
2023-10-18,US,80
2023-10-19,CL,2
2023-10-19,CN,2
2023-10-19,NZ,1
2023-10-19,TW,1
2023-10-19,US,16
2023-10-20,RU,1
2023-10-20,SE,2
2023-10-20,SG,1
2023-10-20,US,121
2023-10-21,DE,4
2023-10-21,FR,2
2023-10-21,GB,1
2023-10-21,NL,1
2023-10-21,US,16
2023-10-22,US,17
2023-10-23,NL,1
2023-10-23,SG,1
2023-10-23,TW,1
2023-10-23,US,26
2023-10-24,SG,1
2023-10-24,US,116
2023-10-25,CN,40
2023-10-25,DE,7
2023-10-25,GB,1
2023-10-25,IR,1
2023-10-25,SE,2
2023-10-25,TW,1
2023-10-25,US,95
2023-10-26,CN,1
2023-10-26,DE,82
2023-10-26,NL,1
2023-10-26,US,42
2023-10-27,BE,3
2023-10-27,DE,81
2023-10-27,JP,81
2023-10-27,US,29
2023-10-28,CN,81
2023-10-28,DE,1
2023-10-28,US,33
2023-10-29,DE,81
2023-10-29,RU,1
2023-10-29,US,26
2023-10-30,GB,2
2023-10-30,HK,89
2023-10-30,NL,1
2023-10-30,SG,6
2023-10-30,US,45
2023-10-31,CN,1
2023-10-31,KR,81
2023-10-31,NL,81
2023-10-31,US,57
2023-11-01,CH,1
2023-11-01,CN,1
2023-11-01,DK,4
2023-11-01,NL,1
2023-11-01,TW,1
2023-11-01,US,33
2023-11-02,ES,81
2023-11-02,FR,1
2023-11-02,JP,11
2023-11-02,KR,1
2023-11-02,TW,1
2023-11-02,US,15
2023-11-03,FR,2
2023-11-03,SG,2
2023-11-03,US,99
2023-11-04,NL,1
2023-11-04,US,17
2023-11-05,GB,2
2023-11-05,SG,1
2023-11-05,US,21
2023-11-06,AE,1
2023-11-06,GB,2
2023-11-06,IT,1
2023-11-06,KR,2
2023-11-06,NL,1
2023-11-06,SG,2
2023-11-06,TW,1
2023-11-06,US,58
2023-11-07,AE,2
2023-11-07,SG,3
2023-11-07,US,120
2023-11-08,IL,5
2023-11-08,US,15
2023-11-09,GB,1
2023-11-09,JP,4
2023-11-09,US,15
2023-11-10,BE,1
2023-11-10,BR,1
2023-11-10,CA,2
2023-11-10,NL,1
2023-11-10,TW,1
2023-11-10,UA,10
2023-11-10,US,28
2023-11-11,SG,2
2023-11-11,US,17
2023-11-12,CA,2
2023-11-12,CH,2
2023-11-12,CN,10
2023-11-12,DE,1
2023-11-12,FR,3
2023-11-12,GB,1
2023-11-12,HK,1
2023-11-12,HR,2
2023-11-12,IE,4
2023-11-12,IT,2
2023-11-12,JP,2
2023-11-12,NO,2
2023-11-12,RO,1
2023-11-12,RU,85
2023-11-12,SE,1
2023-11-12,US,127
2023-11-13,AE,2
2023-11-13,AU,6
2023-11-13,CA,83
2023-11-13,DE,1
2023-11-13,FR,1
2023-11-13,GB,2
2023-11-13,IN,2
2023-11-13,IT,2
2023-11-13,NO,2
2023-11-13,RU,2
2023-11-13,SG,4
2023-11-13,SI,1
2023-11-13,US,53
2023-11-14,CN,4
2023-11-14,CZ,2
2023-11-14,FR,2
2023-11-14,SE,10
2023-11-14,SG,1
2023-11-14,TH,1
2023-11-14,TW,1
2023-11-14,US,60
2023-11-15,CN,2
2023-11-15,HK,1
2023-11-15,NL,2
2023-11-15,RU,2
2023-11-15,SE,3
2023-11-15,US,130
2023-11-16,CA,4
2023-11-16,CH,2
2023-11-16,CN,55
2023-11-16,FR,1
2023-11-16,GB,2
2023-11-16,HK,2
2023-11-16,HR,2
2023-11-16,IE,2
2023-11-16,KR,10
2023-11-16,RO,1
2023-11-16,RU,4
2023-11-16,SG,2
2023-11-16,US,58
2023-11-17,AU,3
2023-11-17,CA,1
2023-11-17,CN,4
2023-11-17,DK,4
2023-11-17,FR,3
2023-11-17,GB,1
2023-11-17,KR,4
2023-11-17,NO,6
2023-11-17,RU,1
2023-11-17,SG,2
2023-11-17,US,34
2023-11-18,DE,1
2023-11-18,GB,4
2023-11-18,JP,4
2023-11-18,NL,1
2023-11-18,NO,4
2023-11-18,RU,10
2023-11-18,SE,2
2023-11-18,TH,1
2023-11-18,US,110
2023-11-19,CA,4
2023-11-19,DE,1
2023-11-19,GB,6
2023-11-19,IL,2
2023-11-19,JP,3
2023-11-19,RU,2
2023-11-19,US,31
2023-11-20,CN,1
2023-11-20,DE,1
2023-11-20,FR,2
2023-11-20,GR,1
2023-11-20,HK,10
2023-11-20,JP,4
2023-11-20,NL,1
2023-11-20,NO,1
2023-11-20,RU,2
2023-11-20,TR,2
2023-11-20,US,65
2023-11-21,AE,1
2023-11-21,CN,14
2023-11-21,DE,3
2023-11-21,KR,85
2023-11-21,NL,1
2023-11-21,NZ,1
2023-11-21,TW,3
2023-11-21,US,72
2023-11-22,CN,1
2023-11-22,IN,2
2023-11-22,KR,12
2023-11-22,US,33
2023-11-23,CN,1
2023-11-23,CY,1
2023-11-23,GB,3
2023-11-23,SG,4
2023-11-23,US,24
2023-11-24,CA,2
2023-11-24,ES,1
2023-11-24,GB,3
2023-11-24,ID,3
2023-11-24,SG,1
2023-11-24,TH,1
2023-11-24,TW,1
2023-11-24,US,8
2023-11-25,FR,6
2023-11-25,IL,4
2023-11-25,JP,1
2023-11-25,NL,4
2023-11-25,US,14
2023-11-26,CA,30
2023-11-26,FR,1
2023-11-26,US,107
2023-11-27,CN,86
2023-11-27,JP,1
2023-11-27,KR,6
2023-11-27,RU,2
2023-11-27,SG,11
2023-11-27,US,36
2023-11-28,ES,3
2023-11-28,TW,1
2023-11-28,US,54
2023-11-29,AU,8
2023-11-29,KR,85
2023-11-29,NL,2
2023-11-29,US,111
2023-11-30,DE,1
2023-11-30,FR,3
2023-11-30,KR,8
2023-11-30,SG,6
2023-11-30,TH,1
2023-11-30,US,25
2023-12-01,CA,1
2023-12-01,CY,1
2023-12-01,DE,85
2023-12-01,IN,2
2023-12-01,RU,2
2023-12-01,SG,8
2023-12-01,US,26
2023-12-02,CA,7
2023-12-02,IN,1
2023-12-02,NL,1
2023-12-02,US,49
2023-12-03,US,18
2023-12-04,AM,1
2023-12-04,KR,2
2023-12-04,US,25
2023-12-05,CH,1
2023-12-05,GB,6
2023-12-05,HK,38
2023-12-05,IN,1
2023-12-05,NL,1
2023-12-05,US,116
2023-12-06,CN,89
2023-12-06,DE,5
2023-12-06,GB,1
2023-12-06,HK,18
2023-12-06,IN,2
2023-12-06,IT,1
2023-12-06,US,26
2023-12-07,GB,1
2023-12-07,HK,8
2023-12-07,JP,2
2023-12-07,US,48
2023-12-08,CN,1
2023-12-08,DE,2
2023-12-08,NL,1
2023-12-08,SE,6
2023-12-08,TR,1
2023-12-08,US,48
2023-12-08,UY,1
2023-12-09,DK,4
2023-12-09,NL,1
2023-12-09,US,32
2023-12-10,CN,9
2023-12-10,NL,1
2023-12-10,US,17
2023-12-11,DE,1
2023-12-11,GB,1
2023-12-11,GE,1
2023-12-11,TW,2
2023-12-11,US,28
2023-12-12,CN,8
2023-12-12,DK,6
2023-12-12,GB,2
2023-12-12,NL,1
2023-12-12,TW,6
2023-12-12,US,33
2023-12-13,CN,43
2023-12-13,SG,3
2023-12-13,US,112
2023-12-14,BR,2
2023-12-14,CH,1
2023-12-14,DE,1
2023-12-14,DK,2
2023-12-14,JP,2
2023-12-14,NL,1
2023-12-14,SE,1
2023-12-14,US,131
2023-12-15,DE,1
2023-12-15,DK,1
2023-12-15,KR,9
2023-12-15,NL,1
2023-12-15,NO,2
2023-12-15,SG,4
2023-12-15,TW,1
2023-12-15,US,18
2023-12-16,NL,2
2023-12-16,SE,6
2023-12-16,US,10
2023-12-17,AU,2
2023-12-17,GB,1
2023-12-17,JP,87
2023-12-17,US,4
2023-12-18,CN,4
2023-12-18,JP,1
2023-12-18,NL,2
2023-12-18,US,9
2023-12-19,FR,2
2023-12-19,HU,1
2023-12-19,NO,2
